年齢,学歴,職業,人種,性別,週労働時間,出身国,収入
41, HS-grad, Craft-repair, White, Female,40, United-States, <=50K
25, Some-college, Adm-clerical, Black, Female,20, United-States, <=50K
59, HS-grad, Transport-moving, White, Male,45, United-States, <=50K
45, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
38, Bachelors, Sales, White, Male,60, United-States, >50K
40, HS-grad, Other-service, White, Female,35, United-States, <=50K
46, HS-grad, Adm-clerical, White, Male,40, United-States, <=50K
35, Assoc-acdm, Exec-managerial, White, Female,60, United-States, <=50K
34, HS-grad, Prof-specialty, White, Female,25, United-States, <=50K
33, Bachelors, Craft-repair, White, Male,20, United-States, <=50K
41, HS-grad, Adm-clerical, White, Female,36, United-States, <=50K
20, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
23, 5th-6th, Other-service, White, Male,40, El-Salvador, <=50K
26, Some-college, Prof-specialty, White, Female,35, United-States, <=50K
23, HS-grad, Farming-fishing, White, Male,40, Poland, <=50K
62, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
52, Some-college, Adm-clerical, White, Male,40, United-States, <=50K
58, Some-college, Other-service, White, Female,42, France, <=50K
25, Bachelors, Sales, White, Female,40, United-States, <=50K
24, Bachelors, Exec-managerial, Black, Male,40, United-States, <=50K
19, Some-college, Protective-serv, White, Male,8, United-States, <=50K
43, Some-college, Exec-managerial, White, Male,40, United-States, <=50K
47, HS-grad, Adm-clerical, Black, Female,40, United-States, <=50K
39, HS-grad, Other-service, White, Female,40, United-States, <=50K
49, Assoc-voc, Handlers-cleaners, White, Male,42, United-States, <=50K
32, Assoc-voc, Craft-repair, White, Male,45, United-States, <=50K
34, Some-college, Prof-specialty, White, Male,50, United-States, >50K
28, HS-grad, Craft-repair, White, Male,45, United-States, <=50K
25, Some-college, Adm-clerical, Amer-Indian-Eskimo, Female,20, United-States, <=50K
34, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
38, Bachelors, Exec-managerial, White, Male,80, United-States, >50K
50, HS-grad, Exec-managerial, White, Male,50, United-States, >50K
24, Some-college, Handlers-cleaners, Black, Male,50, United-States, <=50K
37, Some-college, Tech-support, White, Male,45, United-States, >50K
44, Some-college, Machine-op-inspct, White, Male,58, United-States, >50K
28, Some-college, Sales, White, Female,40, United-States, <=50K
42, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
74, Some-college, Adm-clerical, White, Female,9, United-States, <=50K
38, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
44, Masters, Prof-specialty, White, Male,40, United-States, <=50K
44, 11th, Machine-op-inspct, Other, Female,46, Puerto-Rico, <=50K
26, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
36, HS-grad, Other-service, Black, Male,40, United-States, <=50K
41, Assoc-acdm, Exec-managerial, White, Female,50, United-States, >50K
67, Prof-school, Prof-specialty, White, Male,48, United-States, >50K
39, 12th, Tech-support, White, Male,50, United-States, <=50K
57, 1st-4th, Priv-house-serv, Black, Female,30, United-States, <=50K
29, Assoc-voc, Craft-repair, White, Male,40, United-States, <=50K
31, Bachelors, Farming-fishing, White, Female,45, United-States, <=50K
44, Some-college, Transport-moving, White, Male,40, United-States, <=50K
29, Doctorate, Prof-specialty, White, Male,40, United-States, <=50K
30, Some-college, Handlers-cleaners, White, Female,40, United-States, <=50K
27, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
27, Some-college, Sales, White, Male,50, United-States, <=50K
32, HS-grad, Handlers-cleaners, White, Female,45, United-States, <=50K
58, 10th, Other-service, White, Female,8, United-States, <=50K
35, Some-college, Protective-serv, White, Male,40, United-States, <=50K
21, HS-grad, Handlers-cleaners, White, Male,36, United-States, <=50K
28, Some-college, Craft-repair, White, Male,40, United-States, <=50K
46, Some-college, Exec-managerial, White, Male,50, United-States, <=50K
36, HS-grad, Other-service, White, Female,40, United-States, <=50K
72, 11th, Adm-clerical, White, Female,40, United-States, <=50K
35, HS-grad, Machine-op-inspct, Black, Female,40, United-States, <=50K
33, Assoc-voc, Craft-repair, Black, Female,40, United-States, >50K
69, 11th, Machine-op-inspct, White, Female,40, United-States, <=50K
35, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
34, HS-grad, Tech-support, White, Female,32, United-States, <=50K
30, 11th, Other-service, White, Male,40, Mexico, <=50K
28, Bachelors, Transport-moving, White, Male,55, United-States, <=50K
54, Bachelors, Sales, White, Male,35, United-States, >50K
47, Some-college, Prof-specialty, White, Male,50, United-States, >50K
24, HS-grad, Handlers-cleaners, Black, Female,40, United-States, <=50K
52, Bachelors, Prof-specialty, White, Male,60, United-States, >50K
20, HS-grad, Handlers-cleaners, Amer-Indian-Eskimo, Male,48, United-States, <=50K
43, Masters, Exec-managerial, White, Male,45, United-States, <=50K
45, 7th-8th, Other-service, White, Female,40, Mexico, <=50K
29, HS-grad, Craft-repair, White, Male,35, United-States, <=50K
47, Masters, Exec-managerial, White, Male,42, United-States, <=50K
24, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
51, HS-grad, Prof-specialty, White, Male,40, United-States, <=50K
17, 11th, Sales, White, Male,12, United-States, <=50K
37, Assoc-voc, Craft-repair, White, Male,40, United-States, >50K
27, Doctorate, Prof-specialty, White, Female,70, United-States, <=50K
29, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
36, Assoc-acdm, Sales, White, Female,35, United-States, <=50K
58, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
26, Some-college, Craft-repair, White, Male,45, United-States, <=50K
57, HS-grad, Sales, White, Male,40, United-States, >50K
59, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
27, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
31, Bachelors, Tech-support, White, Male,40, United-States, <=50K
21, Some-college, Sales, White, Female,24, United-States, <=50K
29, Some-college, Adm-clerical, White, Male,60, United-States, <=50K
18, 11th, Other-service, White, Male,40, United-States, <=50K
52, 10th, Craft-repair, White, Male,47, United-States, >50K
57, Bachelors, Prof-specialty, White, Male,80, United-States, <=50K
60, 7th-8th, Transport-moving, White, Male,48, United-States, >50K
31, Bachelors, Prof-specialty, White, Male,40, Canada, >50K
23, Bachelors, Adm-clerical, White, Female,40, United-States, <=50K
27, HS-grad, Sales, White, Male,40, United-States, <=50K
42, Prof-school, Prof-specialty, White, Male,50, United-States, >50K
25, Some-college, Tech-support, White, Male,40, United-States, <=50K
49, Bachelors, Prof-specialty, White, Female,45, United-States, <=50K
32, Bachelors, Tech-support, White, Male,40, United-States, <=50K
19, Some-college, Adm-clerical, White, Male,28, United-States, <=50K
60, 7th-8th, Other-service, White, Female,40, United-States, <=50K
42, 9th, Other-service, White, Male,40, United-States, <=50K
35, Assoc-acdm, Farming-fishing, White, Male,40, United-States, <=50K
48, HS-grad, Adm-clerical, Black, Female,37, United-States, <=50K
51, Masters, Craft-repair, White, Male,40, United-States, >50K
29, HS-grad, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
36, HS-grad, Exec-managerial, Black, Male,40, United-States, <=50K
17, 10th, Other-service, White, Female,21, United-States, <=50K
52, Masters, Prof-specialty, White, Female,60, United-States, <=50K
24, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
24, HS-grad, Handlers-cleaners, White, Male,50, United-States, <=50K
26, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
27, Bachelors, Other-service, White, Female,20, United-States, <=50K
39, HS-grad, Handlers-cleaners, White, Male,60, United-States, <=50K
30, HS-grad, Transport-moving, Black, Male,45, United-States, <=50K
50, HS-grad, Exec-managerial, White, Male,32, United-States, <=50K
52, Bachelors, Sales, White, Male,55, United-States, <=50K
46, Prof-school, Prof-specialty, White, Male,45, United-States, >50K
23, Bachelors, Sales, White, Female,20, United-States, <=50K
45, 11th, Other-service, Black, Female,20, United-States, <=50K
65, 9th, Priv-house-serv, Black, Female,24, United-States, <=50K
29, Assoc-voc, Transport-moving, White, Male,55, United-States, <=50K
47, 9th, Handlers-cleaners, White, Male,40, El-Salvador, <=50K
30, HS-grad, Farming-fishing, Black, Male,60, United-States, <=50K
34, HS-grad, Sales, White, Male,45, United-States, >50K
38, HS-grad, Sales, White, Male,64, United-States, <=50K
33, Some-college, Exec-managerial, White, Male,40, United-States, >50K
49, Bachelors, Sales, White, Male,26, United-States, >50K
47, Some-college, Other-service, Black, Female,40, United-States, <=50K
49, 10th, Other-service, Black, Female,40, United-States, <=50K
43, Some-college, Craft-repair, White, Male,60, United-States, >50K
30, Bachelors, Adm-clerical, Black, Female,40, United-States, >50K
58, HS-grad, Craft-repair, White, Male,60, United-States, <=50K
19, HS-grad, Other-service, White, Female,14, United-States, <=50K
21, Bachelors, Handlers-cleaners, White, Male,40, United-States, <=50K
33, Bachelors, Exec-managerial, White, Male,60, United-States, >50K
47, 5th-6th, Transport-moving, White, Male,50, Cuba, <=50K
52, Doctorate, Prof-specialty, White, Male,60, United-States, >50K
26, HS-grad, Craft-repair, White, Male,55, United-States, <=50K
60, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
21, Some-college, Handlers-cleaners, White, Male,40, United-States, <=50K
36, Some-college, Sales, White, Male,50, United-States, >50K
31, Some-college, Craft-repair, White, Male,45, United-States, <=50K
50, Doctorate, Prof-specialty, White, Male,40, United-States, >50K
31, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
71, HS-grad, Craft-repair, White, Male,15, United-States, <=50K
30, Bachelors, Tech-support, White, Male,40, United-States, >50K
20, Some-college, Other-service, White, Male,20, United-States, <=50K
24, HS-grad, Exec-managerial, White, Male,50, United-States, <=50K
35, Doctorate, Prof-specialty, Asian-Pac-Islander, Male,40, Taiwan, >50K
38, Some-college, Exec-managerial, White, Female,45, United-States, <=50K
27, HS-grad, Machine-op-inspct, White, Female,32, United-States, <=50K
29, Some-college, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, <=50K
34, HS-grad, Craft-repair, White, Male,45, United-States, <=50K
44, 7th-8th, Craft-repair, White, Male,35, United-States, <=50K
43, HS-grad, Machine-op-inspct, White, Male,40, United-States, >50K
44, 12th, Handlers-cleaners, Black, Male,40, United-States, >50K
35, Masters, Sales, White, Male,60, United-States, <=50K
27, Some-college, Prof-specialty, White, Male,40, United-States, <=50K
43, Masters, Prof-specialty, White, Male,38, United-States, <=50K
20, Some-college, Sales, White, Female,25, United-States, <=50K
42, Assoc-acdm, Prof-specialty, White, Female,40, United-States, >50K
27, Some-college, Transport-moving, White, Male,40, United-States, <=50K
42, HS-grad, Craft-repair, Black, Male,40, United-States, >50K
24, 9th, Machine-op-inspct, White, Male,40, United-States, <=50K
48, Some-college, Exec-managerial, White, Male,40, United-States, <=50K
17, 11th, Farming-fishing, White, Male,10, United-States, <=50K
33, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
50, HS-grad, Sales, White, Male,50, United-States, >50K
22, HS-grad, Sales, White, Female,40, United-States, <=50K
17, 12th, Other-service, White, Male,16, United-States, <=50K
32, Some-college, Adm-clerical, White, Male,40, Mexico, <=50K
31, HS-grad, Craft-repair, White, Male,45, United-States, <=50K
58, HS-grad, Exec-managerial, White, Male,50, United-States, <=50K
29, HS-grad, Protective-serv, White, Male,48, United-States, <=50K
37, Assoc-voc, Craft-repair, White, Male,40, Portugal, >50K
34, HS-grad, Craft-repair, White, Male,40, United-States, >50K
23, Some-college, Exec-managerial, Black, Male,40, United-States, <=50K
18, 11th, Adm-clerical, White, Female,5, United-States, <=50K
34, HS-grad, Exec-managerial, White, Female,40, United-States, <=50K
45, Bachelors, Prof-specialty, White, Female,55, United-States, <=50K
41, Masters, Exec-managerial, White, Male,35, Dominican-Republic, <=50K
26, HS-grad, Other-service, White, Male,30, United-States, <=50K
54, Some-college, Farming-fishing, White, Male,40, United-States, <=50K
24, Some-college, Machine-op-inspct, Black, Female,45, United-States, <=50K
42, Some-college, Prof-specialty, White, Male,50, United-States, <=50K
20, Some-college, Prof-specialty, White, Male,20, United-States, <=50K
23, Bachelors, Tech-support, White, Female,20, United-States, <=50K
35, Masters, Prof-specialty, White, Male,60, United-States, >50K
31, Masters, Tech-support, White, Male,40, United-States, >50K
30, Bachelors, Prof-specialty, White, Female,40, Poland, <=50K
19, HS-grad, Sales, White, Female,20, United-States, <=50K
36, Bachelors, Prof-specialty, White, Male,50, United-States, <=50K
31, Bachelors, Sales, White, Female,40, Cuba, <=50K
21, Some-college, Handlers-cleaners, White, Male,30, United-States, <=50K
31, Some-college, Craft-repair, White, Male,40, United-States, <=50K
46, Doctorate, Prof-specialty, White, Female,65, United-States, >50K
44, Bachelors, Exec-managerial, White, Female,50, United-States, >50K
40, 12th, Other-service, Black, Male,40, Jamaica, <=50K
45, Some-college, Sales, Black, Male,40, United-States, <=50K
60, HS-grad, Craft-repair, White, Male,35, United-States, <=50K
18, 11th, Other-service, White, Male,25, United-States, <=50K
28, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
36, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
40, Assoc-voc, Tech-support, White, Male,40, United-States, <=50K
36, Bachelors, Adm-clerical, White, Female,35, Honduras, <=50K
31, HS-grad, Other-service, Black, Female,40, United-States, <=50K
33, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
19, HS-grad, Tech-support, White, Female,40, United-States, <=50K
22, Some-college, Sales, White, Female,15, United-States, <=50K
34, Bachelors, Exec-managerial, White, Male,45, United-States, >50K
33, HS-grad, Other-service, White, Male,40, United-States, <=50K
41, HS-grad, Craft-repair, White, Male,60, United-States, <=50K
29, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
50, HS-grad, Exec-managerial, White, Male,42, United-States, >50K
42, Bachelors, Exec-managerial, White, Male,45, United-States, >50K
44, HS-grad, Sales, White, Female,40, United-States, <=50K
20, Some-college, Other-service, White, Female,20, United-States, <=50K
31, HS-grad, Other-service, White, Male,40, Mexico, <=50K
23, Some-college, Other-service, White, Female,24, United-States, <=50K
55, Some-college, Adm-clerical, Asian-Pac-Islander, Female,40, United-States, <=50K
26, Assoc-voc, Adm-clerical, White, Male,45, United-States, <=50K
25, Assoc-voc, Other-service, White, Female,15, United-States, <=50K
